id_equipo;vida_util_consumida;tasa_incidencias_tecnicas;tiempo_inactividad_acumulado;costo_mto_reactivo_acumulado;ubicacion_activo;estado_integridad_hardware;tipo_equipo
4660;7131;5;120;14697;UDLAPARK;Regular;Computadora de Escritorio
4661;3944;1;223;7427;GRANADOS;Bueno;Computadora de Escritorio
4662;5454;1;168;6098;UDLAPARK;Bueno;Laptop
4663;4262;0;0;6153;UDLAPARK;Bueno;Servidor
4664;6846;2;684;715;GRANADOS;Regular;Computadora de Escritorio
4665;7086;4;699;1163;UDLAPARK;Regular;Servidor
4666;6536;4;837;14348;UDLAPARK;Regular;Proyector
4667;2122;0;0;1404;UDLAPARK;Excelente;Computadora de Escritorio
4668;7613;1;278;10278;UDLAPARK;Regular;Computadora de Escritorio
4669;5901;3;1052;11104;UDLAPARK;Regular;Computadora de Escritorio
4670;5682;4;904;12869;UDLAPARK;Regular;Computadora de Escritorio
4671;4556;0;0;7847;GRANADOS;Bueno;Computadora de Escritorio
4672;1000;7;1149;37909;UDLAPARK;Critico;Computadora de Escritorio
4673;6966;6;2105;13729;GRANADOS;Regular;Laptop
4674;50;0;0;1323;GRANADOS;Excelente;Laptop
4675;3541;0;0;7047;GRANADOS;Bueno;Laptop
4676;9017;7;1622;25474;GRANADOS;Critico;Computadora de Escritorio
4677;50;0;0;686;COLON;Excelente;Computadora de Escritorio
4678;750;6;1131;22861;UDLAPARK;Critico;Proyector
4679;6453;7;2092;14249;GRANADOS;Regular;Computadora de Escritorio
4680;550;1;371;2736;UDLAPARK;Bueno;Laptop
4681;250;0;0;1517;UDLAPARK;Excelente;Proyector
4682;2302;0;0;1973;UDLAPARK;Excelente;Servidor
4683;9303;3;896;30339;UDLAPARK;Critico;Computadora de Escritorio
4684;815;0;0;502;GRANADOS;Excelente;Computadora de Escritorio
4685;6036;4;923;10904;GRANADOS;Regular;Proyector
4686;2409;0;0;5377;UDLAPARK;Bueno;Computadora de Escritorio
4687;1283;0;0;145;UDLAPARK;Excelente;Proyector
4688;1325;0;0;1132;UDLAPARK;Excelente;Computadora de Escritorio
4689;4809;1;317;218;UDLAPARK;Bueno;Laptop
4690;9026;2;566;17867;COLON;Critico;Computadora de Escritorio
4691;5178;0;0;2711;UDLAPARK;Bueno;Servidor
4692;4114;0;0;7582;UDLAPARK;Bueno;Computadora de Escritorio
4693;1655;0;0;66;UDLAPARK;Excelente;Proyector
4694;4316;2;493;4327;GRANADOS;Bueno;Computadora de Escritorio
4695;3259;1;169;674;UDLAPARK;Bueno;Computadora de Escritorio
4696;8549;9;2105;32328;UDLAPARK;Critico;Laptop
4697;5161;0;0;4935;UDLAPARK;Bueno;Laptop
4698;358;0;0;4006;UDLAPARK;Bueno;Laptop
4699;2442;0;0;2389;GRANADOS;Excelente;Proyector
4700;839;2;773;37164;UDLAPARK;Critico;Impresora
4701;1761;0;0;1475;UDLAPARK;Excelente;Computadora de Escritorio
4702;1542;0;0;2209;GRANADOS;Excelente;Computadora de Escritorio
4703;5665;3;852;9273;UDLAPARK;Regular;Impresora
4704;4063;0;0;6981;UDLAPARK;Bueno;Impresora
4705;4295;0;0;5588;UDLAPARK;Bueno;Proyector
4706;4606;1;223;4326;UDLAPARK;Bueno;Computadora de Escritorio
4707;6603;1;363;9915;UDLAPARK;Regular;Computadora de Escritorio
4708;1789;0;0;2836;GRANADOS;Excelente;Proyector
4709;6191;5;1107;9972;COLON;Regular;Laptop
4710;3071;0;0;7582;UDLAPARK;Bueno;Computadora de Escritorio
4711;4592;1;387;3216;UDLAPARK;Bueno;Laptop
4712;3292;1;352;2799;UDLAPARK;Bueno;Computadora de Escritorio
4713;1483;0;0;1617;UDLAPARK;Excelente;Laptop
4714;7153;1;262;11894;COLON;Regular;Proyector
4715;4711;0;0;7682;COLON;Bueno;Impresora
4716;1977;0;0;1813;GRANADOS;Excelente;Laptop
4717;3237;1;381;464;UDLAPARK;Bueno;Proyector
4718;8378;7;2668;31659;UDLAPARK;Critico;Computadora de Escritorio
4719;3973;0;0;6371;UDLAPARK;Bueno;Proyector
4720;9119;5;1384;17341;UDLAPARK;Critico;Computadora de Escritorio
4721;1964;0;0;2995;UDLAPARK;Excelente;Servidor
4722;1245;0;0;1329;UDLAPARK;Excelente;Computadora de Escritorio
4723;1683;0;0;13;UDLAPARK;Excelente;Servidor
4724;3034;1;368;2967;UDLAPARK;Bueno;Computadora de Escritorio
4725;1318;0;0;1284;GRANADOS;Excelente;Computadora de Escritorio
4726;181;0;0;2534;UDLAPARK;Excelente;Computadora de Escritorio
4727;870;5;1225;36846;UDLAPARK;Critico;Laptop
4728;7452;1;347;11231;UDLAPARK;Regular;Proyector
4729;7126;3;886;10007;UDLAPARK;Regular;Computadora de Escritorio
4730;1449;0;0;2343;UDLAPARK;Excelente;Computadora de Escritorio
4731;936;0;0;1386;GRANADOS;Excelente;Computadora de Escritorio
4732;1008;0;0;338;GRANADOS;Excelente;Computadora de Escritorio
4733;7776;4;805;13187;UDLAPARK;Regular;Servidor
4734;9216;5;1367;38104;UDLAPARK;Critico;Proyector
4735;2847;1;289;4303;GRANADOS;Bueno;Computadora de Escritorio
4736;1863;0;0;2153;UDLAPARK;Excelente;Computadora de Escritorio
4737;494;0;0;4979;COLON;Bueno;Computadora de Escritorio
4738;1333;0;0;21;UDLAPARK;Excelente;Laptop
4739;357;1;33;5027;UDLAPARK;Bueno;Laptop
4740;2802;2;673;3912;UDLAPARK;Bueno;Laptop
4741;6442;0;0;11797;UDLAPARK;Regular;Laptop
4742;1748;0;0;874;COLON;Excelente;Computadora de Escritorio
4743;1406;0;0;1326;GRANADOS;Excelente;Impresora
4744;906;3;555;22267;COLON;Critico;Computadora de Escritorio
4745;1334;0;0;1161;UDLAPARK;Excelente;Laptop
4746;742;0;0;218;UDLAPARK;Excelente;Computadora de Escritorio
4747;98;0;0;699;UDLAPARK;Excelente;Computadora de Escritorio
4748;2176;0;0;2391;UDLAPARK;Excelente;Proyector
4749;2903;0;0;587;UDLAPARK;Bueno;Computadora de Escritorio
4750;673;2;64;7919;UDLAPARK;Regular;Computadora de Escritorio
4751;2036;0;0;553;UDLAPARK;Excelente;Computadora de Escritorio
4752;3325;1;211;6074;GRANADOS;Bueno;Laptop
4753;6683;3;857;10854;UDLAPARK;Regular;Laptop
4754;3537;2;377;6374;UDLAPARK;Bueno;Computadora de Escritorio
4755;8776;8;1543;16815;UDLAPARK;Critico;Computadora de Escritorio
4756;8536;4;1339;22171;COLON;Critico;Laptop
4757;1453;0;0;1857;UDLAPARK;Excelente;Proyector
4758;6937;5;797;11067;UDLAPARK;Regular;Proyector
4759;442;0;0;4822;UDLAPARK;Bueno;Impresora
4760;9026;6;142;25178;UDLAPARK;Critico;Proyector
4761;2669;1;30;5501;GRANADOS;Bueno;Computadora de Escritorio
4762;8313;8;2713;36947;GRANADOS;Critico;Laptop
4763;556;2;621;13133;UDLAPARK;Regular;Laptop
4764;1747;0;0;2457;UDLAPARK;Excelente;Proyector
4765;5149;3;1086;5378;UDLAPARK;Bueno;Laptop
4766;8263;6;1285;23848;UDLAPARK;Critico;Proyector
4767;8878;6;1824;24557;UDLAPARK;Critico;Proyector
4768;1562;0;0;2411;GRANADOS;Excelente;Computadora de Escritorio
4769;5201;4;854;1452;GRANADOS;Regular;Computadora de Escritorio
4770;1455;0;0;647;GRANADOS;Excelente;Proyector
4771;1874;0;0;1812;UDLAPARK;Excelente;Computadora de Escritorio
4772;528;2;474;2782;UDLAPARK;Bueno;Laptop
4773;1358;0;0;1831;UDLAPARK;Excelente;Computadora de Escritorio
4774;6552;2;302;7212;UDLAPARK;Regular;Computadora de Escritorio
4775;1284;0;0;538;UDLAPARK;Excelente;Computadora de Escritorio
4776;7049;2;594;7108;UDLAPARK;Regular;Laptop
4777;1002;0;0;2893;UDLAPARK;Excelente;Proyector
4778;917;0;0;1998;GRANADOS;Excelente;Laptop
4779;2196;0;0;1114;UDLAPARK;Excelente;Computadora de Escritorio
4780;1787;0;0;413;UDLAPARK;Excelente;Proyector
4781;1219;0;0;156;GRANADOS;Excelente;Laptop
4782;1624;0;0;793;UDLAPARK;Excelente;Laptop
4783;3955;2;322;5732;UDLAPARK;Bueno;Proyector
4784;634;0;0;2339;UDLAPARK;Excelente;Computadora de Escritorio
4785;4292;1;183;4741;UDLAPARK;Bueno;Servidor
4786;2961;0;0;771;GRANADOS;Bueno;Proyector
4787;8392;3;1083;32629;GRANADOS;Critico;Servidor
4788;8772;6;2029;1532;UDLAPARK;Critico;Proyector
4789;4018;1;269;7115;GRANADOS;Bueno;Computadora de Escritorio
4790;1459;0;0;347;UDLAPARK;Excelente;Computadora de Escritorio
4791;1463;0;0;575;UDLAPARK;Excelente;Proyector
4792;1000;8;3043;28894;UDLAPARK;Critico;Laptop
4793;1744;0;0;2948;UDLAPARK;Excelente;Laptop
4794;1303;0;0;996;UDLAPARK;Excelente;Computadora de Escritorio
4795;2219;0;0;267;UDLAPARK;Excelente;Computadora de Escritorio
4796;2094;0;0;94;UDLAPARK;Excelente;Computadora de Escritorio
4797;2085;0;0;356;GRANADOS;Excelente;Servidor
4798;6367;5;1217;10067;COLON;Regular;Computadora de Escritorio
4799;1983;0;0;1678;UDLAPARK;Excelente;Computadora de Escritorio
4800;4903;0;0;4299;UDLAPARK;Bueno;Proyector
4801;1891;0;0;2496;GRANADOS;Excelente;Proyector
4802;2128;0;0;1487;COLON;Excelente;Servidor
4803;8357;4;1315;28915;UDLAPARK;Critico;Computadora de Escritorio
4804;1209;0;0;698;UDLAPARK;Excelente;Computadora de Escritorio
4805;6618;6;2071;8076;UDLAPARK;Regular;Computadora de Escritorio
4806;4033;1;385;7751;UDLAPARK;Bueno;Proyector
4807;2373;0;0;57;GRANADOS;Excelente;Computadora de Escritorio
4808;8982;6;1298;3620;COLON;Critico;Computadora de Escritorio
4809;1609;0;0;352;UDLAPARK;Excelente;Servidor
4810;8726;5;1128;32109;UDLAPARK;Critico;Laptop
4811;1815;0;0;877;UDLAPARK;Excelente;Laptop
4812;831;9;2455;1961;UDLAPARK;Critico;Laptop
4813;1797;0;0;286;UDLAPARK;Excelente;Computadora de Escritorio
4814;3273;2;767;4332;COLON;Bueno;Computadora de Escritorio
4815;6152;1;189;12058;UDLAPARK;Regular;Laptop
4816;9082;4;1301;37188;GRANADOS;Critico;Proyector
4817;7745;2;472;29452;GRANADOS;Critico;Laptop
4818;6438;3;541;13287;GRANADOS;Regular;Laptop
4819;8457;4;887;19536;UDLAPARK;Critico;Servidor
4820;1721;0;0;984;GRANADOS;Excelente;Laptop
4821;1638;0;0;2973;UDLAPARK;Excelente;Computadora de Escritorio
4822;1916;0;0;239;UDLAPARK;Excelente;Computadora de Escritorio
4823;316;0;0;7801;UDLAPARK;Bueno;Proyector
4824;4727;0;0;4185;UDLAPARK;Bueno;Laptop
4825;4461;0;0;5576;UDLAPARK;Bueno;Computadora de Escritorio
4826;223;0;0;968;UDLAPARK;Excelente;Computadora de Escritorio
4827;6855;1;369;10774;UDLAPARK;Regular;Impresora
4828;1464;0;0;1785;UDLAPARK;Excelente;Proyector
4829;1938;0;0;772;UDLAPARK;Excelente;Computadora de Escritorio
4830;5491;1;196;2046;UDLAPARK;Bueno;Computadora de Escritorio
4831;6478;4;1245;8213;GRANADOS;Regular;Servidor
4832;5957;2;325;8226;UDLAPARK;Regular;Laptop
4833;491;0;0;4855;UDLAPARK;Bueno;Laptop
4834;144;0;0;77;GRANADOS;Excelente;Proyector
4835;3304;1;235;2067;UDLAPARK;Bueno;Impresora
4836;1505;0;0;60;UDLAPARK;Excelente;Computadora de Escritorio
4837;4595;2;793;3566;UDLAPARK;Bueno;Proyector
4838;4355;0;0;2577;UDLAPARK;Bueno;Computadora de Escritorio
4839;1796;0;0;2231;UDLAPARK;Excelente;Proyector
4840;1489;0;0;2626;UDLAPARK;Excelente;Computadora de Escritorio
4841;8098;2;448;27174;UDLAPARK;Critico;Servidor
4842;9129;4;1477;26337;GRANADOS;Critico;Computadora de Escritorio
4843;4014;0;0;2366;UDLAPARK;Bueno;Laptop
4844;689;0;0;144;GRANADOS;Excelente;Laptop
4845;1211;0;0;2814;UDLAPARK;Excelente;Computadora de Escritorio
4846;4164;1;209;6398;UDLAPARK;Bueno;Impresora
4847;8535;6;1275;34105;UDLAPARK;Critico;Laptop
4848;1855;0;0;451;UDLAPARK;Excelente;Proyector
4849;5472;2;42;13939;UDLAPARK;Regular;Computadora de Escritorio
4850;1345;0;0;15;GRANADOS;Excelente;Laptop
4851;9064;4;716;16661;UDLAPARK;Critico;Computadora de Escritorio
4852;3368;1;323;6612;UDLAPARK;Bueno;Computadora de Escritorio
4853;7178;5;131;10972;GRANADOS;Regular;Computadora de Escritorio
4854;2142;0;0;1544;GRANADOS;Excelente;Computadora de Escritorio
4855;4495;0;0;2214;UDLAPARK;Bueno;Laptop
4856;929;0;0;1086;GRANADOS;Excelente;Laptop
4857;2208;0;0;24;UDLAPARK;Excelente;Computadora de Escritorio
4858;9692;4;743;38959;COLON;Critico;Laptop
4859;973;5;1584;19625;UDLAPARK;Critico;Proyector
4860;8761;6;1404;25308;UDLAPARK;Critico;Computadora de Escritorio
4861;3638;1;172;5077;UDLAPARK;Bueno;Computadora de Escritorio
4862;7016;4;791;10723;UDLAPARK;Regular;Laptop
4863;1399;0;0;1073;UDLAPARK;Excelente;Laptop
4864;1247;0;0;2463;COLON;Excelente;Computadora de Escritorio
4865;154;0;0;2041;UDLAPARK;Excelente;Computadora de Escritorio
4866;3576;0;0;2447;UDLAPARK;Bueno;Computadora de Escritorio
4867;4173;1;381;6524;GRANADOS;Bueno;Laptop
4868;898;0;0;1303;UDLAPARK;Excelente;Servidor
4869;3546;0;0;3222;UDLAPARK;Bueno;Proyector
4870;6275;3;113;11425;GRANADOS;Regular;Computadora de Escritorio
4871;2614;0;0;6896;UDLAPARK;Bueno;Proyector
4872;564;0;0;2319;UDLAPARK;Excelente;Impresora
4873;1527;0;0;757;UDLAPARK;Excelente;Servidor
4874;893;0;0;1352;UDLAPARK;Excelente;Impresora
4875;1592;0;0;1276;UDLAPARK;Excelente;Laptop
4876;3362;2;551;6339;GRANADOS;Bueno;Proyector
4877;4857;0;0;2647;COLON;Bueno;Servidor
4878;6862;1;284;13324;UDLAPARK;Regular;Servidor
4879;2566;0;0;2033;GRANADOS;Bueno;Computadora de Escritorio
4880;6076;7;270;13584;UDLAPARK;Regular;Laptop
4881;1916;0;0;276;COLON;Excelente;Servidor
4882;4341;0;0;6751;GRANADOS;Bueno;Servidor
4883;632;1;266;12793;UDLAPARK;Regular;Laptop
4884;1944;0;0;658;GRANADOS;Excelente;Proyector
4885;1574;0;0;125;UDLAPARK;Excelente;Laptop
4886;8611;8;3006;39248;UDLAPARK;Critico;Proyector
4887;1373;0;0;519;GRANADOS;Excelente;Computadora de Escritorio
4888;6216;2;779;12922;UDLAPARK;Regular;Computadora de Escritorio
4889;2341;0;0;492;UDLAPARK;Excelente;Proyector
4890;593;4;1508;12879;COLON;Regular;Proyector
4891;1399;0;0;146;UDLAPARK;Excelente;Proyector
4892;1639;0;0;2868;COLON;Excelente;Computadora de Escritorio
4893;4838;3;469;3338;GRANADOS;Bueno;Proyector
4894;1478;0;0;963;UDLAPARK;Excelente;Laptop
4895;2724;1;378;481;UDLAPARK;Bueno;Laptop
4896;1063;0;0;2996;GRANADOS;Excelente;Proyector
4897;1088;0;0;232;UDLAPARK;Excelente;Laptop
4898;1106;0;0;1453;GRANADOS;Excelente;Computadora de Escritorio
4899;1363;0;0;754;UDLAPARK;Excelente;Computadora de Escritorio
4900;8975;2;504;19671;COLON;Critico;Computadora de Escritorio
4901;2018;0;0;243;UDLAPARK;Excelente;Laptop
4902;4186;0;0;6572;COLON;Bueno;Proyector
4903;1252;0;0;1355;UDLAPARK;Excelente;Proyector
4904;1696;0;0;158;COLON;Excelente;Laptop
4905;9188;4;141;3069;COLON;Critico;Computadora de Escritorio
4906;250;0;0;1635;UDLAPARK;Excelente;Computadora de Escritorio
4907;7774;6;993;26537;UDLAPARK;Critico;Computadora de Escritorio
4908;1654;0;0;141;UDLAPARK;Excelente;Computadora de Escritorio
4909;526;4;688;14173;UDLAPARK;Regular;Computadora de Escritorio
4910;4264;1;311;6842;GRANADOS;Bueno;Impresora
4911;7993;4;128;24725;UDLAPARK;Critico;Proyector
4912;4464;3;856;2741;UDLAPARK;Bueno;Proyector
4913;3619;0;0;545;UDLAPARK;Bueno;Laptop
4914;191;0;0;2034;GRANADOS;Excelente;Computadora de Escritorio
4915;1351;0;0;111;UDLAPARK;Excelente;Impresora
4916;9352;3;681;37179;UDLAPARK;Critico;Impresora
4917;1804;0;0;1315;UDLAPARK;Excelente;Laptop
4918;4096;1;172;3867;GRANADOS;Bueno;Computadora de Escritorio
4919;603;4;1501;10614;UDLAPARK;Regular;Servidor
4920;1307;0;0;2938;GRANADOS;Excelente;Computadora de Escritorio
4921;8837;6;131;1520;COLON;Critico;Laptop
4922;7035;7;2739;14881;GRANADOS;Regular;Proyector
4923;3816;1;282;2321;COLON;Bueno;Computadora de Escritorio
4924;750;7;1168;32423;UDLAPARK;Critico;Servidor
4925;1862;0;0;1444;COLON;Excelente;Impresora
4926;107;0;0;268;UDLAPARK;Excelente;Servidor
4927;3513;0;0;7777;GRANADOS;Bueno;Computadora de Escritorio
4928;1343;0;0;2342;UDLAPARK;Excelente;Computadora de Escritorio
4929;650;2;437;11989;UDLAPARK;Regular;Impresora
4930;8699;7;2553;27605;UDLAPARK;Critico;Computadora de Escritorio
4931;2795;0;0;345;GRANADOS;Bueno;Proyector
4932;1896;0;0;2585;UDLAPARK;Excelente;Proyector
4933;8097;9;2141;30348;UDLAPARK;Critico;Computadora de Escritorio
4934;4559;4;844;5477;UDLAPARK;Bueno;Servidor
4935;3531;1;178;2643;UDLAPARK;Bueno;Computadora de Escritorio
4936;5054;0;0;6031;UDLAPARK;Bueno;Proyector
4937;967;3;56;39896;GRANADOS;Critico;Computadora de Escritorio
4938;5327;1;362;7054;UDLAPARK;Bueno;Proyector
4939;800;2;485;14257;UDLAPARK;Regular;Computadora de Escritorio
4940;6386;0;0;1008;GRANADOS;Regular;Laptop
4941;1413;0;0;2219;UDLAPARK;Excelente;Impresora
4942;3482;2;661;4575;UDLAPARK;Bueno;Laptop
4943;7095;7;1941;12241;UDLAPARK;Regular;Laptop
4944;4301;1;391;741;GRANADOS;Bueno;Laptop
4945;6392;1;209;1410;UDLAPARK;Regular;Laptop
4946;8435;8;190;26205;UDLAPARK;Critico;Proyector
4947;3818;2;692;4725;UDLAPARK;Bueno;Proyector
4948;7035;6;1396;11699;GRANADOS;Regular;Servidor
4949;6446;4;1002;8546;UDLAPARK;Regular;Laptop
4950;6254;2;322;7277;UDLAPARK;Regular;Computadora de Escritorio
4951;4138;1;358;503;UDLAPARK;Bueno;Laptop
4952;82;0;0;292;COLON;Excelente;Computadora de Escritorio
4953;3438;1;253;5176;UDLAPARK;Bueno;Laptop
4954;6086;3;979;10503;UDLAPARK;Regular;Laptop
4955;3886;1;17;5569;UDLAPARK;Bueno;Laptop
4956;7426;2;404;13249;UDLAPARK;Regular;Computadora de Escritorio
4957;4358;0;0;5453;UDLAPARK;Bueno;Impresora
4958;4117;1;187;2534;GRANADOS;Bueno;Laptop
4959;1799;0;0;148;UDLAPARK;Excelente;Laptop
4960;614;3;637;1001;UDLAPARK;Regular;Proyector
4961;2941;0;0;4135;UDLAPARK;Bueno;Computadora de Escritorio
4962;250;0;0;1621;UDLAPARK;Excelente;Computadora de Escritorio
4963;769;0;0;988;UDLAPARK;Excelente;Computadora de Escritorio
4964;6209;2;309;8706;UDLAPARK;Regular;Proyector
4965;3907;1;387;714;UDLAPARK;Bueno;Computadora de Escritorio
4966;1346;0;0;24;UDLAPARK;Excelente;Proyector
4967;9377;3;72;22386;UDLAPARK;Critico;Laptop
4968;6098;2;764;958;GRANADOS;Regular;Proyector
4969;8807;4;1518;31683;UDLAPARK;Critico;Computadora de Escritorio
4970;4493;1;204;3718;UDLAPARK;Bueno;Proyector
4971;382;1;334;5362;UDLAPARK;Bueno;Servidor
4972;9223;9;1916;19078;UDLAPARK;Critico;Proyector
4973;4604;1;345;2768;UDLAPARK;Bueno;Computadora de Escritorio
4974;5242;3;577;14252;UDLAPARK;Regular;Laptop
4975;1971;0;0;2799;COLON;Excelente;Laptop
4976;3894;1;208;7943;UDLAPARK;Bueno;Computadora de Escritorio
4977;1157;0;0;312;UDLAPARK;Excelente;Computadora de Escritorio
4978;2019;0;0;445;UDLAPARK;Excelente;Proyector
4979;1514;0;0;226;UDLAPARK;Excelente;Computadora de Escritorio
4980;665;0;0;1723;COLON;Excelente;Computadora de Escritorio
4981;1000;4;1189;33115;UDLAPARK;Critico;Proyector
4982;1949;0;0;64;UDLAPARK;Excelente;Computadora de Escritorio
4983;6466;2;462;13581;UDLAPARK;Regular;Computadora de Escritorio
4984;5309;7;1659;10917;GRANADOS;Regular;Laptop
4985;4389;0;0;2303;COLON;Bueno;Proyector
4986;2006;0;0;174;UDLAPARK;Excelente;Servidor
4987;7568;1;253;12528;UDLAPARK;Regular;Servidor
4988;3718;1;188;4472;UDLAPARK;Bueno;Servidor
4989;6533;3;114;10101;UDLAPARK;Regular;Computadora de Escritorio
4990;5547;4;941;7235;UDLAPARK;Regular;Proyector
4991;8875;3;1014;23072;UDLAPARK;Critico;Proyector
4992;4134;0;0;256;GRANADOS;Bueno;Servidor
4993;50;0;0;2454;UDLAPARK;Excelente;Proyector
4994;2875;1;166;420;UDLAPARK;Bueno;Computadora de Escritorio
4995;839;0;0;901;COLON;Excelente;Proyector
4996;8702;5;1495;29764;UDLAPARK;Critico;Computadora de Escritorio
4997;1256;0;0;52;GRANADOS;Excelente;Laptop
4998;1755;0;0;2266;GRANADOS;Excelente;Proyector
4999;625;2;735;12982;UDLAPARK;Regular;Laptop
5000;3502;2;49;3743;UDLAPARK;Bueno;Computadora de Escritorio
5001;4963;0;0;7333;UDLAPARK;Bueno;Proyector
5002;3962;1;379;4493;UDLAPARK;Bueno;Proyector
5003;9412;4;993;20514;UDLAPARK;Critico;Laptop
5004;1815;0;0;198;UDLAPARK;Excelente;Laptop
5005;8242;8;1592;15063;UDLAPARK;Critico;Laptop
5006;1019;0;0;118;UDLAPARK;Excelente;Proyector
5007;6902;3;954;13734;UDLAPARK;Regular;Servidor
5008;7261;3;84;7225;UDLAPARK;Regular;Computadora de Escritorio
5009;1641;0;0;2786;UDLAPARK;Excelente;Proyector
5010;5159;0;0;7367;UDLAPARK;Bueno;Laptop
5011;1213;0;0;2245;UDLAPARK;Excelente;Proyector
5012;6897;3;978;14045;UDLAPARK;Regular;Computadora de Escritorio
5013;550;3;1192;2364;UDLAPARK;Bueno;Computadora de Escritorio
5014;3139;1;174;3839;GRANADOS;Bueno;Laptop
5015;581;0;0;1648;COLON;Excelente;Computadora de Escritorio
5016;1681;0;0;141;UDLAPARK;Excelente;Computadora de Escritorio
5017;2081;0;0;1195;UDLAPARK;Excelente;Computadora de Escritorio
5018;156;0;0;19;UDLAPARK;Excelente;Laptop
5019;2997;0;0;4434;UDLAPARK;Bueno;Computadora de Escritorio
5020;7888;8;2735;19461;UDLAPARK;Critico;Impresora
5021;6663;8;3192;970;UDLAPARK;Regular;Laptop
5022;3766;1;283;2575;GRANADOS;Bueno;Computadora de Escritorio
5023;8844;6;1945;24048;UDLAPARK;Critico;Proyector
5024;6616;6;1758;14775;UDLAPARK;Regular;Computadora de Escritorio
5025;997;6;2391;30238;UDLAPARK;Critico;Laptop
5026;3477;2;758;7521;UDLAPARK;Bueno;Computadora de Escritorio
5027;762;0;0;1074;COLON;Excelente;Computadora de Escritorio
5028;88;0;0;95;UDLAPARK;Excelente;Laptop
5029;800;2;353;1421;UDLAPARK;Regular;Computadora de Escritorio
5030;225;0;0;1871;UDLAPARK;Excelente;Proyector
5031;1591;0;0;124;UDLAPARK;Excelente;Laptop
5032;3484;1;334;3697;UDLAPARK;Bueno;Laptop
5033;3955;1;367;704;UDLAPARK;Bueno;Computadora de Escritorio
5034;4788;0;0;373;COLON;Bueno;Servidor
5035;111;0;0;259;UDLAPARK;Excelente;Computadora de Escritorio
5036;3541;1;232;4977;UDLAPARK;Bueno;Proyector
5037;2505;1;261;5553;UDLAPARK;Bueno;Laptop
5038;9704;4;1422;39706;UDLAPARK;Critico;Computadora de Escritorio
5039;500;1;313;12219;UDLAPARK;Regular;Proyector
5040;897;3;873;22671;UDLAPARK;Critico;Proyector
5041;7265;6;1728;1120;UDLAPARK;Regular;Servidor
5042;4011;0;0;6309;UDLAPARK;Bueno;Computadora de Escritorio
5043;1863;0;0;291;GRANADOS;Excelente;Computadora de Escritorio
5044;6347;3;537;869;UDLAPARK;Regular;Proyector
5045;4822;1;189;3649;UDLAPARK;Bueno;Laptop
5046;3779;1;277;2306;UDLAPARK;Bueno;Proyector
5047;5089;0;0;482;COLON;Bueno;Computadora de Escritorio
5048;4574;0;0;4595;UDLAPARK;Bueno;Computadora de Escritorio
5049;1131;0;0;1425;GRANADOS;Excelente;Computadora de Escritorio
5050;4655;0;0;3463;GRANADOS;Bueno;Laptop
5051;1595;0;0;2934;UDLAPARK;Excelente;Servidor
5052;7631;3;452;9082;UDLAPARK;Regular;Computadora de Escritorio
5053;1007;0;0;1515;GRANADOS;Excelente;Proyector
5054;2326;0;0;1915;UDLAPARK;Excelente;Proyector
5055;3597;1;34;3238;UDLAPARK;Bueno;Proyector
5056;6386;7;1434;1058;COLON;Regular;Proyector
5057;295;1;323;6729;UDLAPARK;Bueno;Laptop
5058;1309;0;0;2509;GRANADOS;Excelente;Proyector
5059;5354;1;224;4062;UDLAPARK;Bueno;Servidor
5060;1014;0;0;2337;UDLAPARK;Excelente;Proyector
5061;8629;10;1572;19376;COLON;Critico;Computadora de Escritorio
5062;8593;10;3211;16631;UDLAPARK;Critico;Impresora
5063;4182;2;447;2969;UDLAPARK;Bueno;Computadora de Escritorio
5064;985;0;0;196;UDLAPARK;Excelente;Laptop
5065;5308;7;280;1115;UDLAPARK;Regular;Proyector
5066;838;0;0;1745;UDLAPARK;Excelente;Laptop
5067;550;1;267;7537;COLON;Bueno;Proyector
5068;2213;0;0;2612;UDLAPARK;Excelente;Computadora de Escritorio
5069;8503;9;3553;33945;UDLAPARK;Critico;Computadora de Escritorio
5070;1879;0;0;966;COLON;Excelente;Laptop
5071;2826;0;0;2655;COLON;Bueno;Laptop
5072;5801;2;423;10352;UDLAPARK;Regular;Impresora
5073;480;1;226;5327;UDLAPARK;Bueno;Laptop
5074;1142;0;0;2968;UDLAPARK;Excelente;Computadora de Escritorio
5075;8563;4;965;34022;UDLAPARK;Critico;Computadora de Escritorio
5076;3673;0;0;206;UDLAPARK;Bueno;Laptop
5077;4034;1;176;3054;UDLAPARK;Bueno;Servidor
5078;1124;0;0;594;GRANADOS;Excelente;Laptop
5079;4801;2;388;710;UDLAPARK;Bueno;Proyector
5080;3762;0;0;4296;UDLAPARK;Bueno;Servidor
5081;712;0;0;2823;UDLAPARK;Excelente;Computadora de Escritorio
5082;1836;0;0;2682;UDLAPARK;Excelente;Computadora de Escritorio
5083;6791;4;136;886;UDLAPARK;Regular;Proyector
5084;796;0;0;1337;UDLAPARK;Excelente;Computadora de Escritorio
5085;1359;0;0;312;GRANADOS;Excelente;Laptop
5086;3595;3;647;5931;UDLAPARK;Bueno;Computadora de Escritorio
5087;6295;4;1433;11635;UDLAPARK;Regular;Computadora de Escritorio
5088;1871;0;0;1183;GRANADOS;Excelente;Proyector
5089;550;0;0;5339;UDLAPARK;Bueno;Laptop
5090;1061;0;0;933;UDLAPARK;Excelente;Computadora de Escritorio
